STOCK,HOLDER NAME, SHARES 
URC PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION," 399,278.00 "
URC PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED"," 382,117.00 "
URC PM Equity,"R. COYIUTO SECURITIES, INC."," 372,407.00 "
URC PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION," 364,400.00 "
URC PM Equity,"R. S. LIM & CO., INC."," 357,783.00 "
URC PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION," 344,780.00 "
URC PM Equity,"GOLDSTAR SECURITIES, INC."," 336,160.00 "
URC PM Equity,"YAO & ZIALCITA, INC."," 317,480.00 "
URC PM Equity,A. T. DE CASTRO SECURITIES CORP.," 314,808.00 "
URC PM Equity,"DA MARKET SECURITIES, INC."," 307,590.00 "
URC PM Equity,"SUMMIT SECURITIES, INC."," 284,870.00 "
URC PM Equity,"ANSALDO, GODINEZ & CO., INC."," 280,450.00 "
URC PM Equity,"AURORA SECURITIES, INC."," 274,698.00 "
URC PM Equity,TRITON SECURITIES CORP.," 270,262.00 "
URC PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC."," 262,579.00 "
URC PM Equity,"LANDBANK SECURITIES, INC."," 260,927.00 "
URC PM Equity,"INVESTORS SECURITIES, INC."," 238,840.00 "
URC PM Equity,DAVID GO SECURITIES CORP.," 234,776.00 "
URC PM Equity,"CTS GLOBAL EQUITY GROUP, INC."," 234,066.00 "
URC PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC."," 232,582.00 "
URC PM Equity,B. H. CHUA SECURITIES CORPORATION," 209,510.00 "
URC PM Equity,BANK OF COMMERCE - TRUST SERVICES GROUP," 200,270.00 "
URC PM Equity,"UCPB GENERAL INSURANCE CO., INC."," 184,256.00 "
URC PM Equity,"TIMSON SECURITIES, INC."," 35,350.00 "
URC PM Equity,"PREMIUM SECURITIES, INC."," 34,263.00 "
URC PM Equity,"TANSENGCO & CO., INC."," 33,806.00 "
URC PM Equity,"S.J. ROXAS & CO., INC."," 31,153.00 "
URC PM Equity,"SUPREME STOCKBROKERS, INC."," 28,850.00 "
URC PM Equity,OPTIMUM SECURITIES CORPORATION," 25,849.00 "
URC PM Equity,"G.D. TAN & COMPANY, INC."," 23,500.00 "
URC PM Equity,ALPHA SECURITIES CORP.," 22,565.00 "
URC PM Equity,VALUE QUEST SECURITIES CORPORATION," 21,350.00 "
URC PM Equity,"GUILD SECURITIES, INC."," 21,246.00 "
URC PM Equity,"FIRST ORIENT SECURITIES, INC."," 20,039.00 "
URC PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC."," 19,320.00 "
URC PM Equity,MERCANTILE SECURITIES CORP.," 19,208.00 "
URC PM Equity,"E.SECURITIES, INC."," 18,722.00 "
URC PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP.," 14,200.00 "
URC PM Equity,"LUYS SECURITIES COMPANY, INC."," 13,942.00 "
URC PM Equity,ALAKOR SECURITIES CORPORATION," 13,440.00 "
URC PM Equity,"COCOPLANS, INC."," 12,000.00 "
URC PM Equity,"DIVERSIFIED SECURITIES, INC."," 10,000.00 "
URC PM Equity,"MARIAN SECURITIES, INC."," 10,000.00 "
URC PM Equity,"SECURITIES SPECIALISTS, INC."," 9,510.00 "
URC PM Equity,"FIDELITY SECURITIES, INC."," 9,100.00 "
URC PM Equity,"WESTLINK GLOBAL EQUITIES, INC."," 8,790.00 "
URC PM Equity,"NEW WORLD SECURITIES CO., INC."," 6,500.00 "
URC PM Equity,"VENTURE SECURITIES, INC."," 6,475.00 "
URC PM Equity,"I. ACKERMAN & CO., INC."," 5,196.00 "
URC PM Equity,"SARANGANI SECURITIES, INC."," 4,260.00 "
URC PM Equity,"COHERCO SECURITIES, INC."," 4,000.00 "
URC PM Equity,"I. B. GIMENEZ SECURITIES, INC."," 2,676.00 "
URC PM Equity,"ARMSTRONG SECURITIES, INC."," 2,018.00 "
URC PM Equity,EAST WEST CAPITAL CORPORATION," 1,463.00 "
URC PM Equity,CUALOPING SECURITIES CORPORATION," 1,000.00 "
URC PM Equity,"LUNA SECURITIES, INC.", 900.00 
URC PM Equity,APEX PHILIPPINES EQUITIES CORPORATION, 880.00 
URC PM Equity,"R & L INVESTMENTS, INC.", 523.00 
URC PM Equity,"ASIAN CAPITAL EQUITIES, INC.", 253.00 
URC PM Equity,"MOUNT PEAK SECURITIES, INC.", 144.00 
URC PM Equity,"HK SECURITIES, INC.", 96.00 
URC PM Equity,"LARRGO SECURITIES CO., INC.", 75.00 
URC PM Equity,PROBITY SECURITIES MGMT. CORP., 57.00 
URC PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC.", 54.00 
URC PM Equity,EQUITABLE SECURITIES (PHILS.) INC., 50.00 
URC PM Equity,UNIVERSAL ROBINA CORP., 26.00 
URC PM Equity,"CLSA PHILIPPINES, INC.", 2.00 
MONDE PM Equity,UPCC SECURITIES CORP. ," 703,800.00 "
MONDE PM Equity,"A & A SECURITIES, INC. "," 855,350.00 "
MONDE PM Equity,ABACUS SECURITIES CORPORATION ," 38,299,532.00 "
MONDE PM Equity,PHILSTOCKS FINANCIAL INC ," 5,573,335.00 "
MONDE PM Equity,A. T. DE CASTRO SECURITIES CORP. ," 571,500.00 "
MONDE PM Equity,ALPHA SECURITIES CORP. ," 205,600.00 "
MONDE PM Equity,"BA SECURITIES, INC. "," 825,700.00 "
MONDE PM Equity,AP SECURITIES INCORPORATED ," 4,323,300.00 "
MONDE PM Equity,"ANSALDO, GODINEZ & CO., INC. "," 2,302,025.00 "
MONDE PM Equity,"AB CAPITAL SECURITIES, INC. "," 20,339,991.00 "
MONDE PM Equity,"SARANGANI SECURITIES, INC. "," 62,500.00 "
MONDE PM Equity,"SB EQUITIES,INC. "," 40,725,000.00 "
MONDE PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP. ," 147,000.00 "
MONDE PM Equity,"ASIASEC EQUITIES, INC. "," 37,845,900.00 "
MONDE PM Equity,ASTRA SECURITIES CORPORATION ," 276,500.00 "
MONDE PM Equity,CHINA BANK SECURITIES CORPORATION ," 23,569,400.00 "
MONDE PM Equity,"BELSON SECURITIES, INC. "," 1,901,500.00 "
MONDE PM Equity,B. H. CHUA SECURITIES CORPORATION ," 1,012,600.00 "
MONDE PM Equity,JAKA SECURITIES CORP. ," 7,500.00 "
MONDE PM Equity,BPI SECURITIES CORPORATION ," 60,543,619.00 "
MONDE PM Equity,"CAMPOS, LANUZA & COMPANY, INC. "," 132,000.00 "
MONDE PM Equity,SINCERE SECURITIES CORPORATION ," 35,000.00 "
MONDE PM Equity,CENTURY SECURITIES CORPORATION ," 4,520,000.00 "
MONDE PM Equity,BDO NOMURA SECURITIES INC , 500.00 
MONDE PM Equity,"CTS GLOBAL EQUITY GROUP, INC. "," 798,800.00 "
MONDE PM Equity,TRITON SECURITIES CORP. ," 1,749,800.00 "
MONDE PM Equity,IGC SECURITIES INC. ," 2,735,200.00 "
MONDE PM Equity,CUALOPING SECURITIES CORPORATION ," 336,300.00 "
MONDE PM Equity,DAVID GO SECURITIES CORP. ," 4,901,700.00 "
MONDE PM Equity,"DIVERSIFIED SECURITIES, INC. "," 685,200.00 "
MONDE PM Equity,"E. CHUA CHIACO SECURITIES, INC. "," 4,358,900.00 "
MONDE PM Equity,EAST WEST CAPITAL CORPORATION ," 7,000.00 "
MONDE PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION ," 3,852,200.00 "
MONDE PM Equity,"EQUITIWORLD SECURITIES, INC. "," 24,600.00 "
MONDE PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC. "," 1,891,500.00 "
MONDE PM Equity,"FIRST ORIENT SECURITIES, INC. "," 63,000.00 "
MONDE PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC. "," 355,000.00 "
MONDE PM Equity,"F. YAP SECURITIES, INC. "," 575,995.00 "
MONDE PM Equity,"AURORA SECURITIES, INC. "," 601,500.00 "
MONDE PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC. "," 7,589,870.00 "
MONDE PM Equity,"JSG SECURITIES, INC. "," 188,000.00 "
MONDE PM Equity,"GOLDSTAR SECURITIES, INC. "," 7,225,800.00 "
MONDE PM Equity,"GUILD SECURITIES, INC. "," 272,500.00 "
MONDE PM Equity,"HDI SECURITIES, INC. "," 2,785,400.00 "
MONDE PM Equity,"H. E. BENNETT SECURITIES, INC. "," 231,500.00 "
MONDE PM Equity,"I. B. GIMENEZ SECURITIES, INC. "," 60,300.00 "
MONDE PM Equity,"INVESTORS SECURITIES, INC, "," 559,200.00 "
MONDE PM Equity,"IMPERIAL,DE GUZMAN,ABALOS & CO.,INC. "," 236,600.00 "
MONDE PM Equity,"INTRA-INVEST SECURITIES, INC. "," 2,195,500.00 "
MONDE PM Equity,VALUE QUEST SECURITIES CORPORATION ," 45,000.00 "
MONDE PM Equity,STRATEGIC EQUITIES CORP. ," 65,000.00 "
MONDE PM Equity,"LARRGO SECURITIES CO., INC. "," 166,200.00 "
MONDE PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC. "," 238,800.00 "
MONDE PM Equity,"LUCKY SECURITIES, INC. "," 2,928,700.00 "
MONDE PM Equity,"LUYS SECURITIES COMPANY, INC. "," 377,000.00 "
MONDE PM Equity,MANDARIN SECURITIES CORPORATION ," 1,047,200.00 "
MONDE PM Equity,"COL Financial Group, Inc. "," 71,647,294.00 "
MONDE PM Equity,"DA MARKET SECURITIES, INC. "," 692,600.00 "
MONDE PM Equity,MERCANTILE SECURITIES CORP. ," 483,500.00 "
MONDE PM Equity,"MERIDIAN SECURITIES, INC. "," 1,149,800.00 "
MONDE PM Equity,"MDR SECURITIES, INC. "," 159,000.00 "
MONDE PM Equity,"REGIS PARTNERS, INC. "," 1,308,400.00 "
MONDE PM Equity,"MOUNT PEAK SECURITIES, INC. ", 200.00 
MONDE PM Equity,"NEW WORLD SECURITIES CO., INC. "," 255,000.00 "
MONDE PM Equity,OPTIMUM SECURITIES CORPORATION ," 556,600.00 "
MONDE PM Equity,"RCBC SECURITIES, INC. "," 2,945,600.00 "
MONDE PM Equity,PAN ASIA SECURITIES CORP. ," 235,400.00 "
MONDE PM Equity,PAPA SECURITIES CORPORATION ," 5,149,401.00 "
MONDE PM Equity,"MAYBANK SECURITIES, INC. "," 3,880,190.00 "
MONDE PM Equity,"PLATINUM SECURITIES, INC. "," 90,000.00 "
MONDE PM Equity,"PNB SECURITIES, INC. "," 15,333,900.00 "
MONDE PM Equity,"PREMIUM SECURITIES, INC. "," 1,313,000.00 "
MONDE PM Equity,SALISBURY SECURITIES CORPORATION ," 39,103.00 "
MONDE PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION ," 1,400,000.00 "
MONDE PM Equity,ALAKOR SECURITIES CORPORATION ," 209,600.00 "
MONDE PM Equity,"R. COYIUTO SECURITIES, INC. "," 393,200.00 "
MONDE PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION ," 2,695,400.00 "
MONDE PM Equity,"R. NUBLA SECURITIES, INC. "," 8,877,400.00 "
MONDE PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED "," 1,310,900.00 "
MONDE PM Equity,"R. S. LIM & CO., INC. "," 641,000.00 "
MONDE PM Equity,"RTG & COMPANY, INC. "," 112,700.00 "
MONDE PM Equity,"S.J. ROXAS & CO., INC. "," 260,000.00 "
MONDE PM Equity,"SECURITIES SPECIALISTS, INC. "," 59,000.00 "
MONDE PM Equity,"FIDELITY SECURITIES, INC. "," 38,700.00 "
MONDE PM Equity,"SUMMIT SECURITIES, INC. "," 1,287,200.00 "
MONDE PM Equity,STANDARD SECURITIES CORPORATION ," 1,112,400.00 "
MONDE PM Equity,"SUPREME STOCKBROKERS, INC "," 80,000.00 "
MONDE PM Equity,"TANSENGCO & CO., INC. "," 2,224,400.00 "
MONDE PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP. ," 2,512,600.00 "
MONDE PM Equity,"TOWER SECURITIES, INC. "," 9,613,105.00 "
MONDE PM Equity,APEX PHILIPPINES EQUITIES CORPORATION ," 598,300.00 "
MONDE PM Equity,"DRAGONFI SECURITIES, INC. "," 328,594.00 "
MONDE PM Equity,"LANDBANK SECURITIES, INC. "," 2,916,500.00 "
MONDE PM Equity,"UOB KAY HIAN SECURITIES (PHILS.), INC. "," 40,722,790.00 "
MONDE PM Equity,"VENTURE SECURITIES, INC. "," 26,200.00 "
MONDE PM Equity,FIRST METRO SECURITIES BROKERAGE CORP. ," 50,719,068.00 "
MONDE PM Equity,"WEALTH SECURITIES, INC. "," 38,917,811.00 "
MONDE PM Equity,"WESTLINK GLOBAL EQUITIES, INC. "," 52,300.00 "
MONDE PM Equity,"BERNAD SECURITIES, INC. "," 3,758,600.00 "
MONDE PM Equity,WONG SECURITIES CORPORATION ," 30,000.00 "
MONDE PM Equity,"YAO & ZIALCITA, INC. "," 2,068,500.00 "
MONDE PM Equity,"YU & COMPANY, INC. "," 973,100.00 "
MONDE PM Equity,BDO SECURITIES CORPORATION ," 289,165,200.00 "
MONDE PM Equity,"EAGLE EQUITIES, INC. "," 391,000.00 "
MONDE PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC. "," 120,400.00 "
MONDE PM Equity,"SOLAR SECURITIES, INC. "," 2,170,700.00 "
MONDE PM Equity,"G.D. TAN & COMPANY, INC. "," 418,000.00 "
MONDE PM Equity,"CLSA PHILIPPINES, INC. "," 50,000.00 "
MONDE PM Equity,"PHILIPPINE EQUITY PARTNERS, INC. "," 4,105,340.00 "
MONDE PM Equity,UNICAPITAL SECURITIES INC. ," 10,098,222.00 "
MONDE PM Equity,"SunSecurities, Inc. "," 1,811,800.00 "
MONDE PM Equity,"COHERCO SECURITIES, INC. "," 12,900.00 "
MONDE PM Equity,"ARMSTRONG SECURITIES, INC. "," 74,000.00 "
MONDE PM Equity,"TIMSON SECURITIES, INC. "," 349,300.00 "
MONDE PM Equity,STAR ALLIANCE SECURITIES CORP. ," 550,000.00 "
MONDE PM Equity,VC SECURITIES CORPORATION ," 2,691,200.00 "
MONDE PM Equity,STANDARD CHARTERED BANK ," 417,362,626.00 "
MONDE PM Equity,CITIBANK N.A. ," 643,221,698.00 "
MONDE PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C ," 279,299,537.00 "
MONDE PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT. ," 654,168,063.00 "
MONDE PM Equity,BANK OF COMMERCE - TRUST SERVICES GROUP ," 640,100.00 "
MONDE PM Equity,AB CAPITAL & INVESTMENT CORP. - TRUST & INVESTMENT DIV. ," 18,591,900.00 "
MONDE PM Equity,MBTC - TRUST BANKING GROUP ," 57,965,960.00 "
MONDE PM Equity,GOVERNMENT SERVICE INSURANCE SYSTEM ," 623,267,015.00 "
MONDE PM Equity,BANCO DE ORO - TRUST BANKING GROUP ," 125,495,478.00 "
MONDE PM Equity,BDO-TIG SECURITIES SERVICES ," 928,900.00 "
MONDE PM Equity,"COCOPLANS, INC. "," 40,000.00 "
MONDE PM Equity,CHINA BANKING CORPORATION - TRUST GROUP ," 1,976,100.00 "
MONDE PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds ," 440,086.00 "
MONDE PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C ," 193,419,102.00 "
MONDE PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT. ," 122,585,200.00 "
MONDE PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP ," 1,008,500.00 "
MONDE PM Equity,"UCPB GENERAL INSURANCE CO., INC. "," 150,000.00 "
MONDE PM Equity,ASIA UNITED BANK - TRUST & INVESTMENT GROUP ," 360,000.00 "
MONDE PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION ," 1,740,000.00 "
MONDE PM Equity,PNB TRUST BANKING GROUP ," 4,680,100.00 "
MONDE PM Equity,RCBC TRUST CORPORATION ," 4,482,800.00 "
MONDE PM Equity,RCBC TRUST CORPORATION ," 2,130,600.00 "
MONDE PM Equity,SOCIAL SECURITY SYSTEM ," 64,752,400.00 "
MONDE PM Equity,LBP-TBG THIRD PARTY CUSTODIANSHIP & REGISTRY DEPT ," 16,220,700.00 "
MONDE PM Equity,"SEEDBOX SECURITIES, INC. "," 513,700.00 "
JGS PM Equity,CITIBANK N.A. ," 891,935,698.00 "
JGS PM Equity,"PHILIPPINE EQUITY PARTNERS, INC. "," 447,785,032.00 "
JGS PM Equity,STANDARD CHARTERED BANK ," 281,170,075.00 "
JGS PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT. ," 246,675,773.00 "
JGS PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C ," 170,775,586.00 "
JGS PM Equity,GOVERNMENT SERVICE INSURANCE SYSTEM ," 128,535,975.00 "
JGS PM Equity,"AB CAPITAL SECURITIES, INC. "," 108,624,613.00 "
JGS PM Equity,"MAYBANK SECURITIES, INC. "," 93,617,511.00 "
JGS PM Equity,BDO SECURITIES CORPORATION ," 80,903,858.00 "
JGS PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C ," 75,171,110.00 "
JGS PM Equity,BANCO DE ORO - TRUST BANKING GROUP ," 62,677,675.00 "
JGS PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION ," 30,064,792.00 "
JGS PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT. ," 25,863,763.00 "
JGS PM Equity,"COL Financial Group, Inc. "," 23,359,576.00 "
JGS PM Equity,SOCIAL SECURITY SYSTEM ," 18,131,109.00 "
JGS PM Equity,FIRST METRO SECURITIES BROKERAGE CORP. ," 17,973,945.00 "
JGS PM Equity,"UOB KAY HIAN SECURITIES (PHILS.), INC. "," 15,305,311.00 "
JGS PM Equity,MBTC - TRUST BANKING GROUP ," 13,817,656.00 "
JGS PM Equity,"ASIASEC EQUITIES, INC. "," 12,269,038.00 "
JGS PM Equity,UNICAPITAL SECURITIES INC. ," 11,619,178.00 "
JGS PM Equity,"WEALTH SECURITIES, INC. "," 10,500,698.00 "
JGS PM Equity,PNB TRUST BANKING GROUP ," 9,009,187.00 "
JGS PM Equity,"LUNA SECURITIES, INC. "," 8,982,848.00 "
JGS PM Equity,BPI SECURITIES CORPORATION ," 8,869,228.00 "
JGS PM Equity,ABACUS SECURITIES CORPORATION ," 8,313,556.00 "
JGS PM Equity,LBP-TBG THIRD PARTY CUSTODIANSHIP & REGISTRY DEPT ," 6,789,300.00 "
JGS PM Equity,"SB EQUITIES,INC. "," 5,929,750.00 "
JGS PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION ," 5,413,660.00 "
JGS PM Equity,STAR ALLIANCE SECURITIES CORP. ," 4,916,400.00 "
JGS PM Equity,VC SECURITIES CORPORATION ," 4,142,600.00 "
JGS PM Equity,"TOWER SECURITIES, INC. "," 3,462,595.00 "
JGS PM Equity,CHINA BANK SECURITIES CORPORATION ," 2,844,982.00 "
JGS PM Equity,"IMPERIAL,DE GUZMAN,ABALOS & CO.,INC. "," 2,827,776.00 "
JGS PM Equity,RCBC TRUST CORPORATION ," 2,575,392.00 "
JGS PM Equity,"RCBC SECURITIES, INC. "," 2,368,698.00 "
JGS PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP ," 1,834,534.00 "
JGS PM Equity,"R. NUBLA SECURITIES, INC. "," 1,814,744.00 "
JGS PM Equity,"SunSecurities, Inc. "," 1,488,013.00 "
JGS PM Equity,"GOLDSTAR SECURITIES, INC. "," 1,449,945.00 "
JGS PM Equity,TRITON SECURITIES CORP. ," 1,421,142.00 "
JGS PM Equity,VALUE QUEST SECURITIES CORPORATION ," 1,415,858.00 "
JGS PM Equity,"DA MARKET SECURITIES, INC. "," 1,369,452.00 "
JGS PM Equity,AP SECURITIES INCORPORATED ," 1,360,096.00 "
JGS PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION ," 1,219,420.00 "
JGS PM Equity,CHINA BANKING CORPORATION - TRUST GROUP ," 1,141,971.00 "
JGS PM Equity,"HDI SECURITIES, INC. "," 1,120,898.00 "
JGS PM Equity,"ANSALDO, GODINEZ & CO., INC. "," 1,034,062.00 "
JGS PM Equity,PHILSTOCKS FINANCIAL INC ," 1,015,707.00 "
JGS PM Equity,RCBC TRUST CORPORATION ," 970,664.00 "
JGS PM Equity,"YU & COMPANY, INC. "," 969,989.00 "
JGS PM Equity,"SUMMIT SECURITIES, INC. "," 956,206.00 "
JGS PM Equity,"E. CHUA CHIACO SECURITIES, INC. "," 928,829.00 "
JGS PM Equity,"YAO & ZIALCITA, INC. "," 879,322.00 "
JGS PM Equity,"R. S. LIM & CO., INC. "," 861,552.00 "
JGS PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT ," 848,757.00 "
JGS PM Equity,PAPA SECURITIES CORPORATION ," 780,035.00 "
JGS PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION ," 776,545.00 "
JGS PM Equity,"A & A SECURITIES, INC. "," 771,146.00 "
JGS PM Equity,ASIA UNITED BANK - TRUST & INVESTMENT GROUP ," 724,236.00 "
JGS PM Equity,MANDARIN SECURITIES CORPORATION ," 672,451.00 "
JGS PM Equity,IGC SECURITIES INC. ," 666,412.00 "
JGS PM Equity,"PNB SECURITIES, INC. "," 650,001.00 "
JGS PM Equity,"CTS GLOBAL EQUITY GROUP, INC. "," 544,360.00 "
JGS PM Equity,BDO-TIG SECURITIES SERVICES ," 540,800.00 "
JGS PM Equity,AB CAPITAL & INVESTMENT CORP. - TRUST & INVESTMENT DIV. ," 524,905.00 "
JGS PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED "," 508,232.00 "
JGS PM Equity,"F. YAP SECURITIES, INC. "," 468,588.00 "
JGS PM Equity,"REGIS PARTNERS, INC. "," 434,135.00 "
JGS PM Equity,ASTRA SECURITIES CORPORATION ," 425,000.00 "
JGS PM Equity,"SOLAR SECURITIES, INC. "," 421,317.00 "
JGS PM Equity,"R. COYIUTO SECURITIES, INC. "," 363,757.00 "
JGS PM Equity,"INVESTORS SECURITIES, INC, "," 348,157.00 "
JGS PM Equity,"MERIDIAN SECURITIES, INC. "," 340,805.00 "
JGS PM Equity,"BA SECURITIES, INC. "," 286,695.00 "
JGS PM Equity,STANDARD SECURITIES CORPORATION ," 285,067.00 "
JGS PM Equity,DAVID GO SECURITIES CORP. ," 280,935.00 "
JGS PM Equity,"S.J. ROXAS & CO., INC. "," 271,474.00 "
JGS PM Equity,ALPHA SECURITIES CORP. ," 255,245.00 "
JGS PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP. ," 251,050.00 "
JGS PM Equity,"JSG SECURITIES, INC. "," 223,750.00 "
JGS PM Equity,BANK OF COMMERCE - TRUST SERVICES GROUP ," 219,220.00 "
JGS PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC. "," 215,219.00 "
JGS PM Equity,"CAMPOS, LANUZA & COMPANY, INC. "," 214,991.00 "
JGS PM Equity,"H. E. BENNETT SECURITIES, INC. "," 196,970.00 "
JGS PM Equity,"TIMSON SECURITIES, INC. "," 194,975.00 "
JGS PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds ," 193,710.00 "
JGS PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC. "," 181,908.00 "
JGS PM Equity,"BELSON SECURITIES, INC. "," 177,641.00 "
JGS PM Equity,"LANDBANK SECURITIES, INC. "," 174,642.00 "
JGS PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC. "," 168,721.00 "
JGS PM Equity,"DIVERSIFIED SECURITIES, INC. "," 167,796.00 "
JGS PM Equity,STRATEGIC EQUITIES CORP. ," 150,462.00 "
JGS PM Equity,"INTRA-INVEST SECURITIES, INC. "," 143,569.00 "
JGS PM Equity,A. T. DE CASTRO SECURITIES CORP. ," 136,615.00 "
JGS PM Equity,"RTG & COMPANY, INC. "," 135,649.00 "
JGS PM Equity,"TANSENGCO & CO., INC. "," 133,491.00 "
JGS PM Equity,"PREMIUM SECURITIES, INC. "," 118,471.00 "
JGS PM Equity,"DRAGONFI SECURITIES, INC. "," 116,132.00 "
JGS PM Equity,"LUCKY SECURITIES, INC. "," 105,925.00 "
JGS PM Equity,"WESTLINK GLOBAL EQUITIES, INC. "," 102,423.00 "
JGS PM Equity,PAN ASIA SECURITIES CORP. ," 100,080.00 "
JGS PM Equity,"EAGLE EQUITIES, INC. "," 93,510.00 "
JGS PM Equity,"SUPREME STOCKBROKERS, INC "," 89,538.00 "
JGS PM Equity,"FIRST ORIENT SECURITIES, INC. "," 89,226.00 "
JGS PM Equity,OPTIMUM SECURITIES CORPORATION ," 85,695.00 "
JGS PM Equity,UPCC SECURITIES CORP. ," 82,695.00 "
JGS PM Equity,CENTURY SECURITIES CORPORATION ," 69,300.00 "
JGS PM Equity,"VENTURE SECURITIES, INC. "," 66,650.00 "
JGS PM Equity,"NEW WORLD SECURITIES CO., INC. "," 59,500.00 "
JGS PM Equity,"I. B. GIMENEZ SECURITIES, INC. "," 54,122.00 "
JGS PM Equity,"UCPB GENERAL INSURANCE CO., INC. "," 51,500.00 "
JGS PM Equity,"BERNAD SECURITIES, INC. "," 48,980.00 "
JGS PM Equity,"LUYS SECURITIES COMPANY, INC. "," 42,000.00 "
JGS PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC. "," 40,000.00 "
JGS PM Equity,"EQUITIWORLD SECURITIES, INC. "," 33,327.00 "
JGS PM Equity,"G.D. TAN & COMPANY, INC. "," 31,792.00 "
JGS PM Equity,"MDR SECURITIES, INC. "," 31,185.00 "
JGS PM Equity,MERCANTILE SECURITIES CORP. ," 30,450.00 "
JGS PM Equity,"GUILD SECURITIES, INC. "," 27,814.00 "
JGS PM Equity,"COCOPLANS, INC. "," 24,025.00 "
JGS PM Equity,"CLSA PHILIPPINES, INC. "," 20,086.00 "
JGS PM Equity,"I. ACKERMAN & CO., INC. "," 19,842.00 "
JGS PM Equity,"SECURITIES SPECIALISTS, INC. "," 16,362.00 "
JGS PM Equity,"COHERCO SECURITIES, INC. "," 14,920.00 "
JGS PM Equity,"ASIAN CAPITAL EQUITIES, INC. "," 14,910.00 "
JGS PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP. ," 13,128.00 "
JGS PM Equity,TRENDLINE SECURITIES CORPORATION ," 12,705.00 "
JGS PM Equity,CUALOPING SECURITIES CORPORATION ," 12,100.00 "
JGS PM Equity,"PRYCE SECURITIES, INC. "," 11,585.00 "
JGS PM Equity,"E.SECURITIES, INC. "," 9,240.00 "
JGS PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC. "," 8,715.00 "
JGS PM Equity,"AURORA SECURITIES, INC. "," 6,900.00 "
JGS PM Equity,"SARANGANI SECURITIES, INC. "," 6,531.00 "
JGS PM Equity,ALAKOR SECURITIES CORPORATION ," 6,525.00 "
JGS PM Equity,"PLATINUM SECURITIES, INC. "," 4,200.00 "
JGS PM Equity,"ARMSTRONG SECURITIES, INC. "," 3,400.00 "
JGS PM Equity,SINCERE SECURITIES CORPORATION ," 2,899.00 "
JGS PM Equity,APEX PHILIPPINES EQUITIES CORPORATION ," 2,205.00 "
JGS PM Equity,"FIDELITY SECURITIES, INC. "," 2,000.00 "
JGS PM Equity,SALISBURY SECURITIES CORPORATION ," 1,693.00 "
JGS PM Equity,B. H. CHUA SECURITIES CORPORATION , 578.00 
